dataset_name,row_count,CHSH_S,CHSH_S_se,interpretation_warning,count_00,E_00,count_01,E_01,count_10,E_10,count_11,E_11,S_ci_low_95,S_ci_high_95,S_bootstrap_mean,S_bootstrap_std,bootstrap_samples,phi_eff,R_theta_eff,fit_status
weihs_refactored,129025,-0.010477255236573946,0.009104420546344324,"Phi_eff is an effective phenomenological parameter only. Without gravitational path, altitude, curvature, or spacetime-baseline metadata, this is not evidence of spacetime-induced X-Theta holonomy.",35450,-0.7624823695345557,32886,0.40120415982484947,30754,-0.3494829940820706,29935,-0.7002839485552029,-0.02984883932392634,0.007776074112928912,-0.010730635892926893,0.009318796513864447,1000,0.7853981633974483,2.0,below_bell
