ell,E_centered,E_true
-0.300000013583126,-1.1620209845633505e-05,8.583068851175779e-08
-0.20000001358312602,-4.3145297221406456e-06,3.8146972671892344e-08
-0.10000001358312602,1.5251857928833939e-05,9.536743167973083e-09
-1.35831260128505e-08,2.2956459408697532e-06,4.864952333022139e-40
0.09999998641687396,1.0900273464368841e-05,9.53674316797309e-09
0.19999998641687394,6.86804743987999e-06,3.8146972671892344e-08
0.299999986416874,-7.4465810224562034e-06,8.583068851175779e-08
