phi_theta,intensity
-3.141592653589793,0.030493539242348666
-3.1066860685499065,0.0876333295141788
-3.07177948351002,0.04886744440961677
-3.036872898470133,0.06554755347040543
-3.0019663134302466,0.07419748915972116
-2.9670597283903604,0.06637693827439087
-2.9321531433504737,0.059839303126335515
-2.897246558310587,0.1066764781650331
-2.8623399732707004,0.10791826498446414
-2.827433388230814,0.06912481113775173
-2.792526803190927,0.16309260495006
-2.7576202181510405,0.14394435834773386
-2.722713633111154,0.1182740832334868
-2.6878070480712672,0.16083976923861926
-2.652900463031381,0.14322591549039732
-2.6179938779914944,0.16154365983938085
-2.5830872929516078,0.18913768646050014
-2.548180707911721,0.15922874581412938
-2.5132741228718345,0.20726512382217924
-2.478367537831948,0.23548410271388934
-2.443460952792061,0.24606339400269517
-2.4085543677521746,0.22607797541920613
-2.373647782712288,0.26291127455381913
-2.3387411976724017,0.2255130324957103
-2.3038346126325147,0.26816760853276317
-2.2689280275926285,0.29398637642840153
-2.234021442552742,0.2720519287815353
-2.199114857512855,0.3114624310555738
-2.1642082724729685,0.3619909276649319
-2.129301687433082,0.39446943308966353
-2.0943951023931957,0.3724559562015556
-2.0594885173533086,0.3884582126715175
-2.0245819323134224,0.3678386896589578
-1.9896753472735356,0.378101247946969
-1.954768762233649,0.3894327769697095
-1.9198621771937625,0.4439994533142866
-1.8849555921538759,0.46377862797211356
-1.8500490071139892,0.45119840962324836
-1.8151424220741026,0.455477297516392
-1.7802358370342162,0.5009034388428919
-1.7453292519943295,0.5177170032769411
-1.710422666954443,0.5245354115781354
-1.6755160819145563,0.5682109281688117
-1.6406094968746696,0.5565594780488782
-1.6057029118347832,0.5726319966472188
-1.5707963267948966,0.5672369095159161
-1.53588974175501,0.6074575987097043
-1.5009831567151233,0.6468896721436987
-1.4660765716752366,0.6362345141325328
-1.4311699866353502,0.6513289516952349
-1.3962634015954636,0.6733001333602612
-1.361356816555577,0.6846925260537056
-1.3264502315156903,0.7040454528548091
-1.2915436464758039,0.7182366994336689
-1.2566370614359172,0.7336783457116332
-1.2217304763960306,0.7189504278730154
-1.186823891356144,0.7541046980062327
-1.1519173063162573,0.7290010727189213
-1.1170107212763707,0.7790240512063067
-1.082104136236484,0.7607551222657558
-1.0471975511965979,0.7965132732300635
-1.0122909661567112,0.8190077830135749
-0.9773843811168246,0.8124407015290931
-0.9424777960769379,0.8335123255176609
-0.9075712110370513,0.8091659051995428
-0.8726646259971647,0.8348287089223925
-0.837758040957278,0.8753103186617063
-0.8028514559173914,0.8475844022285242
-0.7679448708775047,0.892362742287751
-0.7330382858376185,0.8598030120230441
-0.6981317007977319,0.8771668838983272
-0.6632251157578453,0.8806687190034214
-0.6283185307179586,0.9094923528162769
-0.593411945678072,0.9263101215082837
-0.5585053606381853,0.9000738785379748
-0.5235987755982987,0.9230142938393674
-0.48869219055841207,0.9638166980987952
-0.4537856055185254,0.929238169467609
-0.41887902047863923,0.9229473608409936
-0.3839724354387526,0.9501377172170778
-0.34906585039886595,0.9405368313121929
-0.3141592653589793,0.933037090956952
-0.27925268031909267,0.9126732538755631
-0.24434609527920603,0.9659241053023475
-0.2094395102393194,0.9385592936334444
-0.17453292519943275,0.9498697897109325
-0.13962634015954611,0.9279072745114937
-0.10471975511965992,0.9739932116940768
-0.06981317007977328,0.9611494044356443
-0.03490658503988664,0.9634988715217676
0.0,0.9388215862660425
0.03490658503988664,0.9469996102610774
0.06981317007977328,0.9515314638250978
0.10471975511965992,0.9497291691437062
0.13962634015954656,0.9305433124883964
0.1745329251994332,0.9175672749706127
0.20943951023931984,0.9056152498920391
0.24434609527920603,0.8913284981928502
0.27925268031909267,0.8799933191271359
0.3141592653589793,0.8990186207496028
0.34906585039886595,0.8789645374922864
0.3839724354387526,0.8355084475456452
0.41887902047863923,0.8634332208213
