phi_theta,intensity
-4.88954646085028,0.447975280428517
-4.842304466059455,0.3662689859587399
-4.795062471268632,0.4407199042800142
-4.747820476477807,0.35126188217638377
-4.700578481686984,0.349631107497665
-4.653336486896159,0.3167260868661013
-4.606094492105336,0.3131790642407876
-4.558852497314512,0.24634948891644068
-4.511610502523688,0.30613427440971547
-4.464368507732864,0.24034224485286465
-4.41712651294204,0.2562815204994237
-4.369884518151216,0.19427073431848
-4.322642523360392,0.2016610034592659
-4.275400528569568,0.18977314423207797
-4.228158533778744,0.15905776489050424
-4.18091653898792,0.16085831443162898
-4.133674544197096,0.13619472590655668
-4.086432549406272,0.11218575494480845
-4.039190554615448,0.11379087232453836
-3.991948559824624,0.06575879001192196
-3.9447065650338002,0.055195541596734586
-3.8974645702429767,0.06808868726375822
-3.850222575452152,0.08918278146475113
-3.8029805806613286,0.0545696312319082
-3.755738585870504,0.03988298267347088
-3.7084965910796805,0.018640238353700714
-3.661254596288857,0.010671413704242265
-3.6140126014980325,0.04161384369383891
-3.566770606707209,0.018267767133347747
-3.5195286119163844,0.0
-3.472286617125561,0.019319108937426627
-3.4250446223347364,0.02003325916419386
-3.377802627543913,0.004695135410122812
-3.3305606327530892,0.02721887364118937
-3.2833186379622648,0.029358588951665585
-3.236076643171441,0.050274544648966434
-3.1888346483806167,0.04285532815364951
-3.141592653589793,0.04520187137791803
-3.0943506587989686,0.03629577093656617
-3.047108664008145,0.057062981908583964
-2.9998666692173215,0.047298564672704886
-2.952624674426497,0.05552212347693568
-2.9053826796356734,0.06619789329591233
-2.858140684844849,0.07236330115249995
-2.8108986900540254,0.08004665787293103
-2.763656695263202,0.09771839480906429
-2.7164147004723773,0.1460834208278249
-2.6691727056815537,0.13640009339516904
-2.6219307108907293,0.15876383959826057
-2.5746887160999057,0.18697480720855897
-2.527446721309081,0.18316140552571156
-2.4802047265182576,0.20795168028763963
-2.432962731727434,0.219822338697196
-2.3857207369366096,0.19845105627584114
-2.338478742145786,0.20466562583615538
-2.2912367473549615,0.22953194953744974
-2.243994752564138,0.2998624644111457
-2.1967527577733135,0.3265572495489154
-2.14951076298249,0.36857935288336735
-2.1022687681916663,0.34288995346571743
-2.055026773400842,0.3583351537691146
-2.0077847786100183,0.38467088618221895
-1.9605427838191938,0.4020657991878832
-1.9133007890283702,0.44168791063604684
-1.8660587942375457,0.4351750501893337
-1.8188167994467221,0.5093419530881497
-1.7715748046558986,0.4349865228027212
-1.724332809865074,0.5046209918316727
-1.6770908150742505,0.5434813896577163
-1.629848820283426,0.524902225717586
-1.5826068254926025,0.5952487298518491
-1.5353648307017789,0.5825871263432243
-1.4881228359109544,0.5570145933571847
-1.4408808411201308,0.6967618564774518
-1.3936388463293063,0.6277767213292151
-1.3463968515384828,0.6623229613395311
-1.2991548567476592,0.7103202774400886
-1.2519128619568356,0.6422322181375623
-1.2046708671660102,0.7258983803008782
-1.1574288723751867,0.7325765057321456
-1.110186877584363,0.7752976310361425
-1.0629448827935395,0.743424440078223
-1.0157028880027141,0.7523263950118124
-0.9684608932118905,0.8186655810318749
-0.921218898421067,0.7702675554284615
-0.8739769036302434,0.8319597601263719
-0.8267349088394198,0.7628464905323215
-0.7794929140485944,0.7844803976542822
-0.7322509192577709,0.8009453577606809
-0.6850089244669473,0.8797667193456864
-0.6377669296761237,0.8837588368560488
-0.5905249348853001,0.8386656927142118
-0.5432829400944748,0.9578028505800107
-0.49604094530365117,0.9128236828527172
-0.4487989505128276,0.7822488173889179
-0.401556955722004,0.8354827992375256
-0.3543149609311804,0.9265319591937499
-0.30707296614035506,0.9474050258597294
-0.2598309713495315,0.9166673171568294
-0.2125889765587079,0.8689525545744423
-0.16534698176788432,0.7929961793314372
-0.11810498697705896,0.9126109983236627
-0.07086299218623537,0.8278587700175783
-0.02362099739541179,0.9259998895838375
0.02362099739541179,0.8948598604314142
0.07086299218623537,0.9602539297570772
0.11810498697706073,0.867868723729543
0.16534698176788432,0.8731731859096286
0.2125889765587079,0.7995380249728502
0.2598309713495315,0.8265522976003054
0.30707296614035506,0.7783913189656988
0.3543149609311804,0.7871469386826684
0.401556955722004,0.7990532519624706
0.4487989505128276,0.8009497855777008
0.49604094530365117,0.7705375232623841
0.5432829400944765,0.7737533852391302
0.5905249348853001,0.7422249410642724
0.6377669296761237,0.739397543943362
0.6850089244669473,0.7377588728222033
0.7322509192577709,0.7139886969942217
0.7794929140485962,0.7258650975236141
0.8267349088394198,0.6568126370460877
0.8739769036302434,0.63075732449595
0.921218898421067,0.6413050984079212
0.9684608932118905,0.663818292673598
1.015702888002716,0.5899232763287848
1.0629448827935395,0.5467412748024258
1.110186877584363,0.5568301360856974
1.1574288723751867,0.46832672769144634
1.2046708671660102,0.44769428563321084
1.2519128619568356,0.4715843853098973
1.2991548567476592,0.4501111665458777
1.3463968515384828,0.4823438410881094
1.3936388463293063,0.3917417009701576
1.4408808411201317,0.3765095454556131
1.4881228359109553,0.3956777793448262
1.5353648307017789,0.36844063295747564
1.5826068254926025,0.33232390970933867
1.629848820283426,0.32587249114437294
1.6770908150742514,0.28132350831701536
1.724332809865075,0.25873018604167414
1.7715748046558986,0.2576209844330787
1.8188167994467221,0.27354128220042184
1.8660587942375457,0.23482283897651451
1.913300789028371,0.19305628320623863
1.9605427838191947,0.15298496942985626
2.0077847786100183,0.1703016494300129
2.055026773400842,0.16738827589981586
2.1022687681916654,0.12235677035782054
2.1495107629824908,0.15772403233534668
2.1967527577733144,0.1299400125103408
2.243994752564138,0.13074445837897145
2.2912367473549615,0.07689095661330704
2.338478742145787,0.07126652974553523
2.3857207369366105,0.06872979285186068
2.432962731727434,0.08127896803302592
2.4802047265182576,0.07609355583649369
2.527446721309081,0.0552317133436011
2.5746887160999066,0.036938597217687066
2.62193071089073,0.014391816362301114
2.6691727056815537,0.0647224746025941
2.7164147004723773,0.027942224678914256
2.763656695263201,0.01312607774797106
2.8108986900540263,0.03861544096139574
2.85814068484485,0.008835937397863444
2.9053826796356734,0.016055880168570905
2.952624674426497,0.020658976575380225
2.9998666692173206,0.03298641835970113
3.047108664008146,0.03829780224150598
3.0943506587989695,0.027543060192774332
3.141592653589793,0.0324194694145217
3.1888346483806167,0.03383856006820258
3.236076643171442,0.05837433674746665
3.2833186379622656,0.03928089628096208
3.3305606327530892,0.06601446477984091
3.377802627543913,0.09030353424713161
3.4250446223347364,0.07873700629249375
3.4722866171255617,0.12391803787548576
3.5195286119163853,0.06781701824389337
3.566770606707209,0.1180467549615924
3.6140126014980325,0.14166689991775994
3.661254596288856,0.10490939790906839
3.7084965910796814,0.1684031291148994
3.755738585870505,0.18340866675959588
3.8029805806613286,0.19313998376971458
3.850222575452152,0.22305587569880422
3.8974645702429758,0.24866741985305382
3.944706565033801,0.2739159956782343
3.9919485598246247,0.2769236711347906
4.039190554615448,0.27320061481234753
4.086432549406272,0.2643474431122327
4.133674544197097,0.29906704589409844
4.180916538987921,0.328608989170256
4.228158533778744,0.3157530957746731
4.275400528569568,0.37626907257583825
4.322642523360392,0.44124866269406965
4.369884518151217,0.3825292887365277
4.4171265129420405,0.3794889281942292
4.464368507732864,0.46744076634885035
4.511610502523688,0.4673031892679081
4.558852497314511,0.5194388791439162
4.606094492105337,0.49325719625288483
4.65333648689616,0.5271604629475384
4.700578481686984,0.6164544663283064
4.747820476477807,0.6101865855715973
4.795062471268631,0.6138176551916233
4.842304466059456,0.5903719028317974
4.88954646085028,0.5931201044473906
4.9367884556411035,0.6167498823185616
4.984030450431927,0.7017262602534204
5.031272445222752,0.6759395650654338
5.078514440013576,0.7315597005068847
5.1257564348044,0.7260588189385072
5.172998429595223,0.750416573309841
5.220240424386047,0.6997884892350984
5.267482419176872,0.7482773324964886
5.314724413967696,0.783882855122247
5.361966408758519,0.782166167283098
5.409208403549343,0.7491026758851302
5.456450398340166,0.743817564217234
5.503692393130992,0.8012445856284398
5.550934387921815,0.8285556343423951
5.598176382712639,0.9088537082191249
5.6454183775034625,0.866230729285325
5.692660372294288,0.8442265848387721
5.7399023670851115,0.9048843782998911
5.787144361875935,0.8424741079886515
5.834386356666759,0.8518051835923697
5.881628351457582,0.9133184602907787
5.928870346248408,0.866083079705136
5.976112341039231,0.7952207864676634
6.023354335830055,0.9244310086044035
6.070596330620878,0.7986624493904311
6.117838325411702,0.9728016198765312
6.165080320202527,0.8548524390767627
6.212322314993351,0.8202677702736478
6.259564309784174,0.8591570308543374
6.306806304574998,0.8850571355396488
6.354048299365822,0.8922854694674323
6.401290294156647,0.900176597680033
6.4485322889474705,0.823695102843468
6.495774283738294,0.8330290017459095
6.543016278529118,0.8793913503504632
6.590258273319943,0.8577435566579082
6.637500268110767,0.7871192260287373
6.68474226290159,0.7922550686791974
6.731984257692414,0.8137000893874884
6.779226252483237,0.8084578358982532
6.826468247274061,0.8160553196404102
6.873710242064885,0.6944516221291515
6.920952236855708,0.758849263309785
6.968194231646535,0.666856979758668
7.015436226437359,0.760585708846268
7.0626782212281825,0.6933632783578797
7.109920216019006,0.5875715126697473
7.15716221080983,0.624986228221433
7.204404205600653,0.6717106127836315
7.251646200391477,0.6160006895097333
7.2988881951823,0.6338270470539338
7.346130189973124,0.5791467954304824
7.393372184763951,0.5342324653384941
7.440614179554775,0.5545828790280817
7.487856174345598,0.5040957295648835
7.535098169136422,0.4921309150593
7.582340163927245,0.42780923329385995
7.629582158718069,0.44475199240335445
7.676824153508893,0.39147754231240994
7.724066148299716,0.4423689951434672
7.77130814309054,0.3551260001536371
7.818550137881363,0.3840988221294319
7.8657921326721905,0.3319947637265884
7.913034127463014,0.35266522380915005
7.960276122253838,0.32984295430548566
8.007518117044661,0.24889212063519528
8.054760111835485,0.3055835257792349
8.102002106626308,0.2006888019954359
8.149244101417132,0.23650430138668452
8.196486096207956,0.21212864407578882
8.24372809099878,0.20397229773030423
8.290970085789606,0.17599000475258614
8.33821208058043,0.19590421633571348
8.385454075371253,0.13173622180805034
8.432696070162077,0.1415876294232903
8.4799380649529,0.1075786745911122
8.527180059743724,0.09795366486736747
8.574422054534548,0.08471637272657602
8.621664049325371,0.06946181387391623
8.668906044116195,0.06130980255189541
8.716148038907019,0.03641191075724585
8.763390033697846,0.09412832984356484
8.81063202848867,0.04126025362311223
8.857874023279493,0.029126131000441893
8.905116018070316,0.010727047085707878
8.95235801286114,0.01960133022810156
8.999600007651964,0.031345885606724036
9.046842002442787,0.0014562583142282207
9.09408399723361,0.015216614115262173
9.141325992024434,0.027663642875426796
9.188567986815261,0.014060640316492219
9.235809981606085,0.0049682447300941355
9.283051976396909,0.02717725917154808
9.330293971187732,0.05372048788807543
9.377535965978556,0.030387108220241307
9.42477796076938,0.02513470787114351
