r_m,yukawa,frac_gravity,frac_EM
0.003359818286283781,0.03474157139123693,0.00034741571391236933,3.474157139123693e-08
0.003438276921143307,0.03211998293658438,0.0003211998293658438,3.2119982936584374e-08
0.0035185677257392627,0.029641860051797392,0.00029641860051797395,2.964186005179739e-08
0.0036007334849856203,0.02730368825541389,0.0002730368825541389,2.730368825541389e-08
0.0036848179829116765,0.025101743253845066,0.00025101743253845067,2.5101743253845063e-08
0.0037708660259934516,0.02303210824325672,0.0002303210824325672,2.3032108243256717e-08
0.003858923467029903,0.021090692131621055,0.00021090692131621057,2.1090692131621053e-08
0.003949037229576702,0.019273248559480646,0.00019273248559480646,1.9273248559480643e-08
0.0040412553329506,0.01757539558843626,0.00017575395588436259,1.7575395588436257e-08
0.004135626917817706,0.0159926359179928,0.00015992635917992803,1.59926359179928e-08
0.004232202272379275,0.014520377484340938,0.00014520377484340938,1.4520377484340938e-08
0.004331032859169001,0.013153954289060951,0.00013153954289060952,1.315395428906095e-08
0.004432171342476085,0.011888647301754506,0.00011888647301754505,1.1888647301754505e-08
0.0045356716164087025,0.010719705278349366,0.00010719705278349366,1.0719705278349364e-08
0.004641588833612777,0.009642365336380269,9.64236533638027e-05,9.642365336380269e-09
0.004749979434661412,0.0086518731299914,8.6518731299914e-05,8.6518731299914e-09
0.004860901178130631,0.007743502470776355,7.743502470776355e-05,7.743502470776354e-09
0.004974413171377452,0.006912574245876181,6.912574245876182e-05,6.912574245876181e-09
0.005090575902036681,0.006154474491972099,6.154474491972099e-05,6.154474491972099e-09
0.005209451270253212,0.005464671492877673,5.464671492877673e-05,5.464671492877672e-09
0.005331102621667033,0.004838731779263354,4.838731779263354e-05,4.838731779263354e-09
0.005455594781168515,0.004272334921505382,4.272334921505382e-05,4.272334921505382e-09
0.00558299408744192,0.0037612870205790652,3.761287020579065e-05,3.761287020579065e-09
0.00571336842831558,0.0033015328171195485,3.301532817119549e-05,3.3015328171195483e-09
0.005846787276937589,0.002889166355028501,2.889166355028501e-05,2.8891663550285008e-09
0.005983321728796282,0.0025204401530645112,2.5204401530645113e-05,2.520440153064511e-09
0.006123044539605184,0.002191772855447941,2.191772855447941e-05,2.191772855447941e-09
0.006266030164072656,0.0018997553503527246,1.8997553503527247e-05,1.8997553503527245e-09
0.006412354795576917,0.001641155362952904,1.641155362952904e-05,1.641155362952904e-09
0.0065620964067675544,0.001412920547141625,1.412920547141625e-05,1.412920547141625e-09
0.006715334791115142,0.0012121801168488559,1.2121801168488559e-05,1.2121801168488558e-09
0.006872151605431122,0.0010362450737658893,1.0362450737658894e-05,1.0362450737658892e-09
0.007032630413380644,0.0008826071029711282,8.826071029711282e-06,8.826071029711282e-10
0.007196856730011514,0.0007489362211978186,7.489362211978186e-06,7.489362211978185e-10
0.007364918067322966,0.0006330772740749541,6.330772740749541e-06,6.330772740749541e-10
0.007536903980898541,0.000533045388428091,5.33045388428091e-06,5.33045388428091e-10
0.007712906117627993,0.00044702049350781866,4.470204935078187e-06,4.4702049350781866e-10
0.007893018264543568,0.0003733410307245639,3.733410307245639e-06,3.733410307245639e-10
0.00807733639879671,0.0003104969750597813,3.104969750597813e-06,3.1049697505978125e-10
0.008265958738801813,0.00025712229279381066,2.5712229279381067e-06,2.5712229279381064e-10
0.0084589857965743,0.00021198695958529133,2.119869595852913e-06,2.119869595852913e-10
0.008656520431290936,0.0001739886603473538,1.739886603473538e-06,1.739886603473538e-10
0.008858667904100823,0.00014214428792596817,1.4214428792596817e-06,1.4214428792596817e-10
0.009065535934216358,0.00011558135146846172,1.1558135146846173e-06,1.1558135146846171e-10
0.009277234756314059,9.352939778132609e-05,9.352939778132608e-07,9.352939778132608e-11
0.00949387717927582,7.531154014856636e-05,7.531154014856636e-07,7.531154014856636e-11
0.009715578646301858,6.0336179267356445e-05,6.033617926735644e-07,6.033617926735644e-11
0.009942457296427419,4.8088990421029354e-05,4.808899042102935e-07,4.808899042102935e-11
0.010174634027476063,3.812524001900474e-05,3.812524001900474e-07,3.8125240019004733e-11
0.010412232560483044,3.0062483454063e-05,3.0062483454063e-07,3.0062483454063e-11
0.010655379505623053,2.35736851132666e-05,2.35736851132666e-07,2.35736851132666e-11
0.010904204429677527,1.8380790565783736e-05,1.8380790565783737e-07,1.8380790565783735e-11
0.01115883992507748,1.4248770650984005e-05,1.4248770650984005e-07,1.4248770650984004e-11
0.011419421680558647,1.0980147586732076e-05,1.0980147586732076e-07,1.0980147586732075e-11
0.01168608855346651,8.410004461614737e-06,8.410004461614736e-08,8.410004461614736e-12
0.011958982643749793,6.401471681813569e-06,6.401471681813569e-08,6.401471681813568e-12
0.012238249369681924,4.841677193490225e-06,4.841677193490225e-08,4.841677193490224e-12
0.01252403754535072,3.6381416392562862e-06,3.6381416392562866e-08,3.6381416392562864e-12
0.012816499459957584,2.7155950428432877e-06,2.7155950428432877e-08,2.7155950428432877e-12
0.013115790958968502,2.013188128347012e-06,2.0131881283470117e-08,2.013188128347012e-12
0.01342207152716012,1.4820689204271683e-06,1.4820689204271684e-08,1.4820689204271682e-12
0.013735504373605122,1.0832937671319671e-06,1.0832937671319671e-08,1.0832937671319671e-12
0.01405625651864215,7.860412864220869e-07,7.86041286422087e-09,7.860412864220869e-13
0.01438449888287663,5.660978561987388e-07,5.660978561987388e-09,5.660978561987388e-13
0.014720406378260014,4.045840323523755e-07,4.045840323523755e-09,4.0458403235237547e-13
0.015064158001295912,2.8689257301919923e-07,2.8689257301919925e-09,2.868925730191992e-13
0.015415936928422719,2.0181045363267425e-07,2.0181045363267426e-09,2.0181045363267423e-13
0.015775930613623614,1.4079926496943751e-07,1.4079926496943752e-09,1.407992649694375e-13
0.01614433088831602,9.74105916552844e-08,9.74105916552844e-10,9.74105916552844e-14
0.016521334063573687,6.681527842801922e-08,6.681527842801922e-10,6.681527842801922e-14
0.0169071410347358,4.5427824974485186e-08,4.5427824974485187e-10,4.5427824974485186e-14
0.017301957388458945,3.060943970530571e-08,3.060943970530571e-10,3.060943970530571e-14
0.01770599351226898,2.0435474254059598e-08,2.04354742540596e-10,2.0435474254059597e-14
0.018119464706671223,1.3515012846645793e-08,1.3515012846645794e-10,1.3515012846645792e-14
0.018542591299878522,8.852275433194699e-09,8.852275433194699e-11,8.8522754331947e-15
0.018975598765218503,5.7411932484263694e-09,5.7411932484263696e-11,5.741193248426369e-15
0.01941871784128255,3.686022618899621e-09,3.686022618899621e-11,3.6860226188996205e-15
0.019872184654880533,2.3421778041062925e-09,2.3421778041062926e-11,2.3421778041062925e-15
0.020336240846866725,1.4725932910370108e-09,1.472593291037011e-11,1.4725932910370108e-15
0.02081113370090395,9.158818897363325e-10,9.158818897363325e-12,9.158818897363326e-16
0.02129711627523478,5.633521047266231e-10,5.633521047266231e-12,5.633521047266231e-16
0.021794447537529835,3.426034234505832e-10,3.4260342345058325e-12,3.426034234505832e-16
0.022303392502884965,2.0594900982804e-10,2.0594900982804e-12,2.0594900982803999e-16
0.022824222375040976,1.2233935001825638e-10,1.2233935001825639e-12,1.2233935001825639e-16
0.023357214690901212,7.179439615496846e-11,7.179439615496846e-13,7.179439615496845e-17
0.023902653468423893,4.161112866616021e-11,4.1611128666160213e-13,4.161112866616021e-17
0.02446082935796798,2.3812050068816952e-11,2.381205006881695e-13,2.3812050068816952e-17
0.025032039797173253,1.3450029760948067e-11,1.3450029760948067e-13,1.3450029760948066e-17
0.02561658916945727,7.496467776502367e-12,7.496467776502367e-14,7.496467776502368e-18
0.026214788966213532,4.121561719693285e-12,4.121561719693285e-14,4.121561719693285e-18
0.026826957952797246,2.2346020603026054e-12,2.2346020603026056e-14,2.234602060302605e-18
0.027453422338387143,1.1943460266401323e-12,1.1943460266401323e-14,1.1943460266401322e-18
