phi_frac,phase_A,phase_A_plus_gradchi,diff
-0.7,-1.1235850265068948e-16,-0.0,1.1235850265068948e-16
-0.5249999999999999,-7.490566843379298e-17,-0.0,7.490566843379298e-17
-0.35,-5.617925132534474e-17,0.010542035638949,0.010542035638949055
-0.17500000000000004,-2.808962566267237e-17,0.021084071277898,0.021084071277898027
0.0,-0.0,0.010542035638949,0.010542035638949
0.17500000000000004,2.808962566267237e-17,0.010542035638949,0.010542035638948972
0.34999999999999987,7.490566843379298e-17,0.010542035638949,0.010542035638948925
0.5249999999999999,7.490566843379298e-17,-0.0,-7.490566843379298e-17
0.7,1.1235850265068948e-16,-0.021084071277898,-0.02108407127789811
