AB slope [rad/unit],AB slope 95% CI low,AB slope 95% CI high,AB slope rel.err vs 2π,AB intercept [rad],AB intercept 95% CI low,AB intercept 95% CI high,AB R2,θ-only slope [rad/unit],θ-only slope 95% CI low,θ-only slope 95% CI high,θ-only slope rel.err vs 2π,θ-only intercept [rad],θ-only intercept 95% CI low,θ-only intercept 95% CI high,θ-only R2,Lock-in shape corr |J1|,Lock-in SNR (ON/OFF),Stokes rel.error,Topology max |Δφ-2πf| [rad]
-0.9877777468153436,-0.9877777468153437,-0.9877777468153435,1.1572097110818365,1.0056622066967066e-17,-3.876701753112238e-17,5.888026166505651e-17,1.0,6.283185307179586,6.283185307179586,6.283185307179586,0.0,-5.427130944348496e-17,-5.959655849582131e-17,-4.894606039114861e-17,1.0,0.9999997152395563,1069.8546159198308,2.0000001312833016,2.910081827529856
