stokes_Phi_Wb,circ_out_Wb,circ_in_Wb,stokes_rel_err,topo_bend_std_rad,topo_bend_maxabs_rad
2.0678338484619295e-15,6.879932923496267e-23,-2.0678341199339837e-15,2.0000001312833016,0.0009369697207507026,2.910081827529856
